Date,Sector,Universe Gross Sales EUR M,Universe Net Sales EUR M
01/08/2010,Sector_14,0.67115563,0.27348728
01/08/2010,Sector_15,0.50155553,-9.9706634
01/08/2010,Sector_16,1204.49938,482.1678365
01/08/2010,Sector_17,304.6797182,174.8367154
01/08/2010,Sector_18,782.4649724,339.9513369
01/08/2010,Sector_19,112.8844334,38.55043343
01/08/2010,Sector_20,852.1919641,27.29694255
01/08/2010,Sector_21,1445.107648,691.0283254
01/08/2010,Sector_22,851.9887338,517.7268476
01/08/2010,Sector_23,6.57447055,4.6683989
01/08/2010,Sector_24,124.3090131,-1.2753197
01/08/2010,Sector_25,279.7822663,174.503955
01/08/2010,Sector_26,0.05567812,-0.14242052
01/08/2010,Sector_27,727.6048712,257.8886309
01/08/2010,Sector_28,66.41354109,32.6468189
01/08/2010,Sector_29,11.81713955,10.42530026
01/08/2010,Sector_31,333.3235599,239.0727945
01/08/2010,Sector_32,2346.652536,1301.060987
01/08/2010,Sector_33,1260.729917,409.1934712
01/08/2010,Sector_34,3.40747282,-1.67260604
01/08/2010,Sector_35,2.54777085,0.5489252
01/08/2010,Sector_38,77.12324341,-135.9358489
01/08/2010,Sector_39,21.15960806,-4.52600871
01/08/2010,Sector_40,33.22781576,19.85952153
01/08/2010,Sector_41,43.31830436,-69.05594354
01/08/2010,Sector_42,32.19216158,25.19407346
01/08/2010,Sector_44,0.06489922,0.06489922
01/08/2010,Sector_45,0,0
01/08/2010,Sector_46,3.01675273,2.35669307
01/08/2010,Sector_47,1.48268357,-3.04120299
01/08/2010,Sector_49,0.1341983,-0.00191862
01/08/2010,Sector_50,0.02475726,-0.12345669
01/08/2010,Sector_51,0.07161746,0.02357749
01/08/2010,Sector_52,0,38.70525976
01/08/2010,Sector_53,150.8102896,131.5040464
01/08/2010,Sector_54,0.74538899,0.40279399
01/08/2010,Sector_55,1203.969942,440.3537522
01/08/2010,Sector_56,461.2776086,180.8337781
01/08/2010,Sector_57,58.68372911,-21.80124816
01/08/2010,Sector_59,294.0745392,169.2077522
01/08/2010,Sector_61,108.3432267,-110.9490684
01/08/2010,Sector_62,297.0901533,-154.7797896
01/08/2010,Sector_63,8.71753959,7.13288359
01/08/2010,Sector_64,28.29463985,12.54759314
01/08/2010,Sector_65,56.2058628,-24.59539097
01/08/2010,Sector_66,58.65290135,-128.2998219
01/08/2010,Sector_67,0.96490261,0.96490261
01/08/2010,Sector_68,54.2716175,0.85589314
01/08/2010,Sector_70,198.1525288,-45.2802979
01/08/2010,Sector_71,0.32335323,0.25175989
01/08/2010,Sector_72,0.00389253,0.00386672
01/08/2010,Sector_73,511.7309688,193.4327938
01/08/2010,Sector_75,255.4327811,65.77406007
01/08/2010,Sector_76,333.3859121,-115.6073417
01/08/2010,Sector_77,0.15697255,7.80482252
01/08/2010,Sector_79,0.07069446,-0.42892343
01/08/2010,Sector_80,1021.561857,260.0662192
01/08/2010,Sector_81,105.916806,48.37101449
01/08/2010,Sector_82,148.7921926,-318.7423146
01/08/2010,Sector_83,2.6903106,-0.10584659
01/08/2010,Sector_84,1049.681358,76.85071618
01/08/2010,Sector_85,50.6517439,-14.60701518
01/08/2010,Sector_86,26.98805165,-5.81992029
01/08/2010,Sector_87,124.5257316,29.30012083
01/08/2010,Sector_88,0,0
01/08/2010,Sector_89,11.80978986,4.12053996
01/08/2010,Sector_91,43.58142108,36.81080814
01/08/2010,Sector_92,3.03248929,-4.28969271
01/08/2010,Sector_93,129.6980117,24.08181489
01/08/2010,Sector_94,5.8455323,3.38217739
01/08/2010,Sector_95,767.8734961,-72.34535522
01/08/2010,Sector_96,103.1353787,64.50576089
01/08/2010,Sector_97,44.52258547,-26.9215872
01/08/2010,Sector_98,0.63575144,-3.1680813
01/08/2010,Sector_99,216.5020028,-47.15027863
01/08/2010,Sector_100,0,0
01/08/2010,Sector_101,64.69238444,21.52574474
01/08/2010,Sector_102,361.3874388,-73.48299536
01/08/2010,Sector_103,0.1887688,0.1887688
01/08/2010,Sector_104,84.45902788,13.55872884
01/08/2010,Sector_105,10.73717548,-0.24868145
01/08/2010,Sector_106,0.0338208,-0.38421305
01/08/2010,Sector_107,147.5507233,-494.0171967
01/08/2010,Sector_109,7.90332022,-62.12039428
01/08/2010,Sector_110,99.16740612,39.09034688
01/08/2010,Sector_111,944.5730315,17.27339961
01/08/2010,Sector_112,12.1598012,2.39700937
01/08/2010,Sector_113,16.55352776,10.17676747
01/08/2010,Sector_115,0.03575874,-0.17842319
01/08/2010,Sector_116,12.50790449,0.02112267
01/08/2010,Sector_117,0.17857527,-0.49136963
01/08/2010,Sector_118,990.2366241,-408.1398035
01/08/2010,Sector_119,208.9241028,-27.32311985
01/08/2010,Sector_120,0.53484289,-1.83824195
01/08/2010,Sector_121,14.2274002,3.49516066
01/08/2010,Sector_122,1300.906025,51.57388346
01/08/2010,Sector_123,84.10759382,15.74785813
01/08/2010,Sector_124,46.67090409,2.40762252
01/08/2010,Sector_125,0.01568629,-0.08453945
01/08/2010,Sector_126,0,0
01/08/2010,Sector_128,114.1761367,10.70573627
01/08/2010,Sector_129,35.60163001,8.76299136
01/08/2010,Sector_132,5.75906701,1.01503624
01/08/2010,Sector_133,0.33012144,-0.07450354
01/08/2010,Sector_135,82.29037182,7.29927445
01/08/2010,Sector_136,138.4615628,1.23497664
01/08/2010,Sector_137,23.72759307,-19.71988138
01/08/2010,Sector_138,106.5653777,56.03324331
01/08/2010,Sector_139,111.6848317,84.37952272
01/08/2010,Sector_140,15.42113068,-4.2610159
01/08/2010,Sector_141,31.74615627,-4.68085533
01/08/2010,Sector_142,28.20830028,-34.42034804
01/08/2010,Sector_143,44.73408527,4.94198577
01/08/2010,Sector_144,1.77476353,-3.35948852
01/08/2010,Sector_145,68.89363939,1.24447037
01/08/2010,Sector_146,55.57187637,-79.91002691
01/08/2010,Sector_147,5.43974048,-11.5350969
01/08/2010,Sector_148,8.45797182,-15.95253964
01/08/2010,Sector_149,58.14007843,-7.17049333
01/08/2010,Sector_150,98.61469762,69.94285221
01/08/2010,Sector_151,366.3811019,-120.354602
01/08/2010,Sector_152,1330.80419,399.6590854
01/08/2010,Sector_153,157.7591601,36.31951559
01/08/2010,Sector_154,64.42897902,-51.63566311
01/08/2010,Sector_155,0.75910674,0.69456642
01/08/2010,Sector_156,65.22416218,-16.55479153
01/08/2010,Sector_157,22.21604248,12.76030029
01/08/2010,Sector_158,3.48450672,2.06087318
01/08/2010,Sector_159,23.11368156,-42.36658145
01/08/2010,Sector_160,50.03857703,31.79356802
01/08/2010,Sector_161,0.84563693,-4.10816653
01/08/2010,Sector_162,28.64558378,4.7514345
01/08/2010,Sector_163,146.9227617,84.14378728
01/08/2010,Sector_164,2.96904709,-4.70356232
01/08/2010,Sector_165,0.06743613,0.06415555
01/08/2010,Sector_166,36.86390999,-0.73640381
01/08/2010,Sector_167,3.19170654,-0.90013688
01/08/2010,Sector_168,942.644425,271.4165133
01/08/2010,Sector_169,54.0690067,-40.52384555
01/08/2010,Sector_170,7.73113133,-15.35123475
01/08/2010,Sector_171,49.02248163,0.31835298
01/08/2010,Sector_174,192.1223397,159.6295971
01/08/2010,Sector_175,1.49175796,-2.0935919
01/08/2010,Sector_176,33.90460567,-144.0371687
01/09/2010,Sector_0,26.74421629,1.29849011
01/09/2010,Sector_1,155.5291841,98.51812425
01/09/2010,Sector_2,164.6885823,126.9430218
01/09/2010,Sector_3,15.08880408,-1.75319165
01/09/2010,Sector_4,0.22048499,-0.02902409
01/09/2010,Sector_5,94.84259733,54.65886481
01/09/2010,Sector_6,5.35690868,1.67763004
01/09/2010,Sector_7,157.6251548,34.32039231
01/09/2010,Sector_8,586.996745,418.6207604
01/09/2010,Sector_9,243.919141,177.6578941
01/09/2010,Sector_10,1.90915187,-1.54453518
01/09/2010,Sector_11,0.62288513,0.46438535
01/09/2010,Sector_12,32.57513922,-69.20548304
01/09/2010,Sector_13,0,-9.40563771
01/09/2010,Sector_14,0.66590275,0.43837943
01/09/2010,Sector_15,10.47765767,9.8623532
01/09/2010,Sector_16,444.7685517,-174.8619354
01/09/2010,Sector_17,262.6669695,177.1375709
01/09/2010,Sector_18,930.0029539,233.0753703
01/09/2010,Sector_19,94.79550405,32.70790059
01/09/2010,Sector_20,700.123166,-162.9027496
01/09/2010,Sector_21,1498.596408,480.8783836
01/09/2010,Sector_22,1107.548241,790.95251
01/09/2010,Sector_23,6.74281896,5.32343002
01/09/2010,Sector_24,136.4651056,1.62991516
01/09/2010,Sector_25,246.1182282,122.4318427
01/09/2010,Sector_26,0.01598498,-0.7162492
01/09/2010,Sector_27,719.1712671,238.4285679
01/09/2010,Sector_28,41.56012586,-177.9201335
01/09/2010,Sector_29,4.21547912,-4.17831783
01/09/2010,Sector_31,309.136149,225.2686955
01/09/2010,Sector_32,2475.364689,1187.613489
01/09/2010,Sector_33,1190.660337,308.5300838
01/09/2010,Sector_34,2.83561449,0.75114785
01/09/2010,Sector_35,3.1498853,-0.89503977
01/09/2010,Sector_38,182.96996,79.42855616
01/09/2010,Sector_39,4.12156901,0.12617342
01/09/2010,Sector_40,59.9737105,54.97233108
01/09/2010,Sector_41,49.63962033,-100.1650915
01/09/2010,Sector_42,5.85533515,3.39309026
01/09/2010,Sector_44,0.53511305,0.53511305
01/09/2010,Sector_45,0,0
01/09/2010,Sector_46,1.31320936,0.25644211
01/09/2010,Sector_47,2.74809219,-2.62466676
01/09/2010,Sector_49,0.07415632,0.00208241
01/09/2010,Sector_50,0.24147633,-0.48461873
01/09/2010,Sector_51,0.05693203,-0.03020259
01/09/2010,Sector_52,0,0
01/09/2010,Sector_53,10.5386339,-56.04523912
01/09/2010,Sector_54,0.68161821,-0.41948981
01/09/2010,Sector_55,1104.349057,408.154201
01/09/2010,Sector_56,615.6478695,402.7080823
01/09/2010,Sector_57,62.63607788,8.8779584
01/09/2010,Sector_59,490.974526,370.1681316
01/09/2010,Sector_61,106.6419487,-107.4217145
01/09/2010,Sector_62,336.231505,-186.1088656
01/09/2010,Sector_63,7.20783803,2.48550003
01/09/2010,Sector_64,30.22955382,13.43759952
01/09/2010,Sector_65,72.37863644,-33.99523467
01/09/2010,Sector_66,18.36390708,-96.78966439
01/09/2010,Sector_67,2.50462111,2.31258053
01/09/2010,Sector_68,38.89503626,-125.4819686
01/09/2010,Sector_70,158.1824008,-40.88304335
01/09/2010,Sector_71,0.21204955,-0.31574058
01/09/2010,Sector_72,3.73E-05,-0.06905814
01/09/2010,Sector_73,149.1996856,94.12960191
01/09/2010,Sector_75,234.9239213,-12.91968984
01/09/2010,Sector_76,423.6063366,-73.2456383
01/09/2010,Sector_77,0.04577826,-53.39962372
01/09/2010,Sector_79,1.79026464,0.87287015
01/09/2010,Sector_80,1479.56733,427.958608
01/09/2010,Sector_81,278.4375802,215.9123513
01/09/2010,Sector_82,188.5434158,-147.1386918
01/09/2010,Sector_83,5.14107088,3.275864
01/09/2010,Sector_84,1444.942929,40.78351949
01/09/2010,Sector_85,37.10958702,-47.43311337
01/09/2010,Sector_86,19.68372466,-9.97314456
01/09/2010,Sector_87,193.0361001,51.25767578
01/09/2010,Sector_88,0,0
01/09/2010,Sector_89,11.97107423,-1.49912837
01/09/2010,Sector_91,79.77545326,69.20821813
01/09/2010,Sector_92,28.19793309,17.06722629
01/09/2010,Sector_93,161.1585817,27.62405034
01/09/2010,Sector_94,2.54035527,-4.28809981
01/09/2010,Sector_95,791.2051844,-77.30210921
01/09/2010,Sector_96,180.7005914,111.6908914
01/09/2010,Sector_97,25.34270149,-32.12419841
01/09/2010,Sector_98,0.5841304,-2.44401236
01/09/2010,Sector_99,250.2811727,-107.3555898
01/09/2010,Sector_100,0,0
01/09/2010,Sector_101,94.56765004,48.04594272
01/09/2010,Sector_102,852.5439703,313.7422329
01/09/2010,Sector_103,0.00219746,0.00219746
01/09/2010,Sector_104,122.4292541,62.17705473
01/09/2010,Sector_105,7.4667251,-20.7726583
01/09/2010,Sector_106,0.42978942,-0.03326429
01/09/2010,Sector_107,202.6606308,-181.7767133
01/09/2010,Sector_109,20.81147306,-11.98212551
01/09/2010,Sector_110,68.65400397,15.81983816
01/09/2010,Sector_111,862.9732548,54.77948423
01/09/2010,Sector_112,25.60184768,14.49626041
01/09/2010,Sector_113,35.11186553,22.32920975
01/09/2010,Sector_115,0.2805677,0.10814503
01/09/2010,Sector_116,11.69195995,-3.68924619
01/09/2010,Sector_117,0.86843583,-0.3398961
01/09/2010,Sector_118,1199.573785,-348.4094106
01/09/2010,Sector_119,193.9632764,5.23791544
01/09/2010,Sector_120,1.01051849,-0.59645982
01/09/2010,Sector_121,42.65980215,13.76645022
01/09/2010,Sector_122,2075.763195,740.4304691
01/09/2010,Sector_123,207.9306711,149.3755341
01/09/2010,Sector_124,60.48470191,3.49882479
01/09/2010,Sector_125,0.50156848,0.50156848
01/09/2010,Sector_126,0,0
01/09/2010,Sector_128,115.1994085,51.53370587
01/09/2010,Sector_129,57.0436463,19.27001014
01/09/2010,Sector_132,4.03868374,-6.64588981
01/09/2010,Sector_133,1.71908212,1.54170529
01/09/2010,Sector_135,49.23816417,-66.48123882
01/09/2010,Sector_136,146.6603637,4.82395434
01/09/2010,Sector_137,40.71412316,14.99968653
01/09/2010,Sector_138,150.0342075,76.93772243
01/09/2010,Sector_139,112.0374394,65.64049486
01/09/2010,Sector_140,14.0695141,-64.06183524
01/09/2010,Sector_141,29.89713274,3.18252112
01/09/2010,Sector_142,5.22255365,-45.569928
01/09/2010,Sector_143,40.83412665,4.32773879
01/09/2010,Sector_144,9.09793664,7.41873466
01/09/2010,Sector_145,91.70480268,16.29223904
01/09/2010,Sector_146,71.80293497,-15.07753788
01/09/2010,Sector_147,9.10366796,2.07573957
01/09/2010,Sector_148,7.07912446,2.73854916
01/09/2010,Sector_149,70.08459301,-13.88223312
01/09/2010,Sector_150,109.5359409,47.28710204
01/09/2010,Sector_151,477.6326446,-135.9874502
01/09/2010,Sector_152,783.2378612,-1073.927126
01/09/2010,Sector_153,178.77077,56.01507496
01/09/2010,Sector_154,134.8297157,-37.92336722
01/09/2010,Sector_155,0.99708433,0.92448585
01/09/2010,Sector_156,114.2881272,32.44964561
01/09/2010,Sector_157,19.27700554,5.30597116
01/09/2010,Sector_158,0.85556307,-5.18966577
01/09/2010,Sector_159,26.81559589,-24.12709128
01/09/2010,Sector_160,51.02947804,36.15933753
01/09/2010,Sector_161,0.82372924,-5.54310933
01/09/2010,Sector_162,15.63565323,11.12139195
01/09/2010,Sector_163,98.63739455,-34.8609351
01/09/2010,Sector_164,1.39314592,0.28908862
01/09/2010,Sector_165,0.04618928,0.04618928
01/09/2010,Sector_166,56.41203672,3.62385307
01/09/2010,Sector_167,2.27767355,-1.74742404
01/09/2010,Sector_168,1170.071799,285.1370132
01/09/2010,Sector_169,51.0502832,-65.60739962
01/09/2010,Sector_170,8.37495864,-13.61892539
01/09/2010,Sector_171,51.31255819,0.86943166
01/09/2010,Sector_174,18.80388771,-109.0474712
01/09/2010,Sector_175,3.1221422,-4.42814289
01/09/2010,Sector_176,18.06589762,-0.2284078
01/10/2010,Sector_0,59.95239529,41.49566166
01/10/2010,Sector_1,230.6232046,32.09464976
01/10/2010,Sector_2,238.0043516,-11.1805887
01/10/2010,Sector_3,22.92507255,-6.47515378
01/10/2010,Sector_4,0.40792107,-0.38441083
01/10/2010,Sector_5,162.1349211,111.5768514
01/10/2010,Sector_6,8.56101648,2.03432128
01/10/2010,Sector_7,172.2263772,53.76601162
01/10/2010,Sector_8,478.2145276,237.881862
01/10/2010,Sector_9,268.4876445,176.1632843
01/10/2010,Sector_10,1.25798721,0.40273829
01/10/2010,Sector_11,1.51460237,0.31928222
01/10/2010,Sector_12,30.01446134,-32.67868364
01/10/2010,Sector_13,0,64.63129677
01/10/2010,Sector_14,1.0095386,0.23453579
01/10/2010,Sector_15,0.40625121,-0.30099365
01/10/2010,Sector_16,643.9223282,-34.16043764
01/10/2010,Sector_17,243.1936206,58.2292402
01/10/2010,Sector_18,1220.153516,439.7175683
01/10/2010,Sector_19,85.21342402,3.25538421
01/10/2010,Sector_20,777.789161,-534.3344077
01/10/2010,Sector_21,1965.684105,1207.711103
01/10/2010,Sector_22,1302.944938,864.5121353
01/10/2010,Sector_23,20.96070388,19.16773706
01/10/2010,Sector_24,74.58528458,-67.33453496
01/10/2010,Sector_25,348.1250267,155.1475105
01/10/2010,Sector_26,0.00024388,-0.2219987
01/10/2010,Sector_27,858.6817768,67.39324575
01/10/2010,Sector_28,47.27724446,13.42153722
01/10/2010,Sector_29,11.19738995,5.80447355
01/10/2010,Sector_31,274.2995922,105.5369047
01/10/2010,Sector_32,3021.558899,1595.054646
01/10/2010,Sector_33,1196.203545,456.0561927
01/10/2010,Sector_34,2.61394409,-2.78375701
01/10/2010,Sector_35,1.09404471,-3.02800505
01/10/2010,Sector_38,285.9021967,184.9925396
01/10/2010,Sector_39,8.28209469,5.11612652
01/10/2010,Sector_40,75.63998754,68.86993562
01/10/2010,Sector_41,55.93140501,-87.33099326
01/10/2010,Sector_42,8.03914832,2.13501094
01/10/2010,Sector_44,0.57498823,0.3077828
01/10/2010,Sector_45,0,0
01/10/2010,Sector_46,0.9826295,0.20181314
01/10/2010,Sector_47,2.09715127,-4.41140764
01/10/2010,Sector_49,0.14368815,-0.01763271
01/10/2010,Sector_50,0.12480628,0.01005501
01/10/2010,Sector_51,0.02807578,-0.0033145
01/10/2010,Sector_52,0,0
01/10/2010,Sector_53,0.34725072,-61.95940443
01/10/2010,Sector_54,0.02683127,-1.03930912
01/10/2010,Sector_55,1133.351135,481.4504056
01/10/2010,Sector_56,612.4687812,406.0997167
01/10/2010,Sector_57,60.64780539,-0.98212019
01/10/2010,Sector_59,522.4949224,391.4490399
01/10/2010,Sector_61,105.5496957,-139.3147736
01/10/2010,Sector_62,489.5406958,168.715465
01/10/2010,Sector_63,0.08355757,0.04876857
01/10/2010,Sector_64,97.69476558,75.63444384
01/10/2010,Sector_65,167.5823584,61.34175928
01/10/2010,Sector_66,28.51368149,-105.6356463
01/10/2010,Sector_67,8.72518726,8.67722066
01/10/2010,Sector_68,80.99966138,2.45863851
01/10/2010,Sector_70,300.9088278,-113.6887838
01/10/2010,Sector_71,1.54823632,0.31197394
01/10/2010,Sector_72,8.13E-05,-0.01385165
01/10/2010,Sector_73,255.6712129,134.9069712
01/10/2010,Sector_75,422.555129,29.40485045
01/10/2010,Sector_76,932.28044,306.3227362
01/10/2010,Sector_77,0,-43.42509351
01/10/2010,Sector_79,0.06021387,-0.03986784
01/10/2010,Sector_80,1797.407001,888.9813379
01/10/2010,Sector_81,195.0749311,40.12956615
01/10/2010,Sector_82,283.3452144,11.91954531
01/10/2010,Sector_83,8.86854447,6.63615516
01/10/2010,Sector_84,1192.362424,59.5136517
01/10/2010,Sector_85,61.37181121,-44.46961404
01/10/2010,Sector_86,86.60806965,54.74016297
01/10/2010,Sector_87,446.6609362,210.2926422
01/10/2010,Sector_88,0,0
01/10/2010,Sector_89,9.55068772,-0.32655516
01/10/2010,Sector_91,73.65136632,56.93591168
01/10/2010,Sector_92,44.61813103,25.08156765
01/10/2010,Sector_93,236.4149499,169.4838195
01/10/2010,Sector_94,10.02580941,8.35937593
01/10/2010,Sector_95,1118.9578,153.3075759
01/10/2010,Sector_96,219.5128225,137.9150726
01/10/2010,Sector_97,105.069373,-2.05888723
01/10/2010,Sector_98,2.77266063,-0.13641679
01/10/2010,Sector_99,560.8296079,184.0598278
01/10/2010,Sector_100,0,0
01/10/2010,Sector_101,88.20327087,30.88574305
01/10/2010,Sector_102,684.8545661,110.1425642
01/10/2010,Sector_103,0.0251817,0.0251817
01/10/2010,Sector_104,159.6898465,48.36692673
01/10/2010,Sector_105,30.76426186,6.4655814
01/10/2010,Sector_106,0.38554644,-0.12097269
01/10/2010,Sector_107,184.6760423,-270.5297249
01/10/2010,Sector_109,8.60237596,-30.43831614
01/10/2010,Sector_110,119.9941573,0.30923079
01/10/2010,Sector_111,1402.695043,459.6820417
01/10/2010,Sector_112,53.57215208,32.57582685
01/10/2010,Sector_113,20.67861618,-6.97970371
01/10/2010,Sector_115,0.48728852,0.10094675
01/10/2010,Sector_116,80.70044776,57.2180309
01/10/2010,Sector_117,1.63581734,1.38090765
01/10/2010,Sector_118,1179.246394,-17.96073888
01/10/2010,Sector_119,315.9529697,84.70102443
01/10/2010,Sector_120,8.77632782,7.85953445
01/10/2010,Sector_121,46.24258116,16.73570791
01/10/2010,Sector_122,2240.447647,942.5865933
01/10/2010,Sector_123,171.7166538,-122.2743202
01/10/2010,Sector_124,55.81145253,-60.22923357
01/10/2010,Sector_125,0.50623598,0.47513391
01/10/2010,Sector_126,0,0
01/10/2010,Sector_128,99.45617461,23.49082131
01/10/2010,Sector_129,36.52722386,-4.54891615
01/10/2010,Sector_132,1.7197732,-7.01553432
01/10/2010,Sector_133,0.79875951,0.22526053
01/10/2010,Sector_135,118.6500724,13.32521648
01/10/2010,Sector_136,65.28282011,46.24387818
01/10/2010,Sector_137,105.8324226,54.74890028
01/10/2010,Sector_138,130.6646102,47.0887905
01/10/2010,Sector_139,226.5522402,121.8277604
01/10/2010,Sector_140,30.98776173,-238.1666141
01/10/2010,Sector_141,61.56717171,31.29672969
01/10/2010,Sector_142,25.66807494,-25.76167516
01/10/2010,Sector_143,26.94193717,-13.80542041
01/10/2010,Sector_144,9.77674525,4.76145017
01/10/2010,Sector_145,218.5445774,144.341579
01/10/2010,Sector_146,138.4883461,54.55244785
01/10/2010,Sector_147,15.64872017,3.09421729
01/10/2010,Sector_148,6.48307797,-0.70702744
01/10/2010,Sector_149,104.9590262,5.33103147
01/10/2010,Sector_150,207.8735294,89.26667706
01/10/2010,Sector_151,628.7054437,149.7858852
01/10/2010,Sector_152,1364.813164,-155.3047578
01/10/2010,Sector_153,178.7107569,0.73565547
01/10/2010,Sector_154,146.4259021,-15.19098597
01/10/2010,Sector_155,1.28248853,1.06632515
01/10/2010,Sector_156,91.45423179,-10.59156612
01/10/2010,Sector_157,12.30192652,-11.25764375
01/10/2010,Sector_158,0.56329269,-5.11814337
01/10/2010,Sector_159,40.4518214,-45.64999806
01/10/2010,Sector_160,65.33838193,69.53491082
01/10/2010,Sector_161,2.51270491,0.56671429
01/10/2010,Sector_162,31.07507516,22.27709469
01/10/2010,Sector_163,112.3213205,-19.53103183
01/10/2010,Sector_164,24.84348121,23.17003468
01/10/2010,Sector_165,0.03875964,-0.32183458
01/10/2010,Sector_166,83.15528276,45.85384446
01/10/2010,Sector_167,1.90878056,-4.25318319
01/10/2010,Sector_168,1244.557112,104.7150287
01/10/2010,Sector_169,74.3383953,-68.95026817
01/10/2010,Sector_170,12.59298143,-3.15430138
01/10/2010,Sector_171,71.39368668,8.74332983
01/10/2010,Sector_174,104.3578394,57.96493712
01/10/2010,Sector_175,1.94830928,-5.03884724
01/10/2010,Sector_176,47.58550348,26.21992317
01/11/2010,Sector_0,78.50144378,35.9605087
01/11/2010,Sector_1,217.3169857,11.23024172
01/11/2010,Sector_2,35.44771294,17.1018333
01/11/2010,Sector_3,77.56879127,38.75419426
01/11/2010,Sector_4,0.3004899,-0.6888673
01/11/2010,Sector_5,148.3062762,116.5528788
01/11/2010,Sector_6,4.25657945,1.0539077
01/11/2010,Sector_7,136.5154016,49.21821989
01/11/2010,Sector_8,265.8389239,-8.12199663
01/11/2010,Sector_9,246.376857,134.2053912
01/11/2010,Sector_10,1.62855856,1.12392273
01/11/2010,Sector_11,1.99216585,0.24941289
01/11/2010,Sector_12,35.85901154,-119.9424386
01/11/2010,Sector_13,0,58.24216212
01/11/2010,Sector_14,0.24943249,-0.1267944
01/11/2010,Sector_15,0.40134812,-4.68690141
01/11/2010,Sector_16,406.0063466,-395.9947986
01/11/2010,Sector_17,303.4714336,61.25101588
01/11/2010,Sector_18,736.4534713,-157.5544982
01/11/2010,Sector_19,135.9761235,30.11358726
01/11/2010,Sector_20,728.2479516,-511.7302031
01/11/2010,Sector_21,1513.636511,-2.75490744
01/11/2010,Sector_22,1117.627933,208.9599041
01/11/2010,Sector_23,30.87751601,23.44186074
01/11/2010,Sector_24,62.76538901,-42.39582239
01/11/2010,Sector_25,334.3632267,-110.3382724
01/11/2010,Sector_26,0.03843956,-0.12534978
01/11/2010,Sector_27,900.5695188,267.2154755
01/11/2010,Sector_28,44.73915749,-53.59112254
01/11/2010,Sector_29,2.19842715,-27.06526962
01/11/2010,Sector_31,238.9861108,86.96405811
01/11/2010,Sector_32,3178.938919,1085.39559
01/11/2010,Sector_33,1294.02232,398.8150016
01/11/2010,Sector_34,3.2448564,-2.8327074
01/11/2010,Sector_35,0.29320344,-0.90028278
01/11/2010,Sector_38,192.5570259,44.53203138
01/11/2010,Sector_39,5.70258781,2.23215923
01/11/2010,Sector_40,46.97490134,22.46788443
01/11/2010,Sector_41,28.06607851,-109.9587031
01/11/2010,Sector_42,14.65303922,11.24820283
01/11/2010,Sector_44,0,-0.00442953
01/11/2010,Sector_45,0.001,0.001
01/11/2010,Sector_46,1.05074347,-1.52446048
01/11/2010,Sector_47,1.3619919,-3.36213647
01/11/2010,Sector_49,0.15971756,-0.16912969
01/11/2010,Sector_50,0.14698184,0.05313293
01/11/2010,Sector_51,0.02850113,0.02244945
01/11/2010,Sector_52,0,0
01/11/2010,Sector_53,1.14517649,-60.58001723
01/11/2010,Sector_54,5.85961849,0.03980817
01/11/2010,Sector_55,1044.063261,234.8472151
01/11/2010,Sector_56,469.4493581,100.1095593
01/11/2010,Sector_57,47.69898966,7.35517318
01/11/2010,Sector_59,306.0009258,146.2277062
01/11/2010,Sector_61,158.4157151,-100.3639039
01/11/2010,Sector_62,686.7838879,322.8736719
01/11/2010,Sector_63,0.82534346,-2.04500282
01/11/2010,Sector_64,152.206802,112.0731103
01/11/2010,Sector_65,102.8915281,-129.7719639
01/11/2010,Sector_66,53.90092991,-77.67486699
01/11/2010,Sector_67,0.41536381,0.2072909
01/11/2010,Sector_68,52.75278065,-17.13431741
01/11/2010,Sector_70,261.9666983,13.41534482
01/11/2010,Sector_71,1.21465554,-0.63890122
01/11/2010,Sector_72,0,-0.68754327
01/11/2010,Sector_73,144.632309,-25.78349634
01/11/2010,Sector_75,402.9034238,100.6177287
01/11/2010,Sector_76,1031.562132,287.090797
01/11/2010,Sector_77,53.77923589,32.69343065
01/11/2010,Sector_78,0.01143735,0.01143735
01/11/2010,Sector_79,0.10634595,-2.75515856
01/11/2010,Sector_80,1897.468044,560.6105937
01/11/2010,Sector_81,215.8839477,134.651734
01/11/2010,Sector_82,179.5531983,-85.49296217
01/11/2010,Sector_83,6.49775866,-73.09690468
01/11/2010,Sector_84,1232.35402,-320.5368341
01/11/2010,Sector_85,108.0869765,2.73364413
01/11/2010,Sector_86,72.67660111,0.92072181
01/11/2010,Sector_87,287.9137919,129.7555221
01/11/2010,Sector_88,0,0
01/11/2010,Sector_89,9.44543856,0.81345055
01/11/2010,Sector_91,90.47995396,69.31318198
01/11/2010,Sector_92,27.58256533,7.43660131
01/11/2010,Sector_93,353.307116,254.1875886
01/11/2010,Sector_94,12.42222369,7.13029369
01/11/2010,Sector_95,958.2348922,-239.6601608
01/11/2010,Sector_96,201.7164569,30.57621298
01/11/2010,Sector_97,62.18391043,27.71827384
01/11/2010,Sector_98,3.80505158,1.68099385
01/11/2010,Sector_99,544.7132681,87.16881132
01/11/2010,Sector_100,0.15265038,0.05013207
01/11/2010,Sector_101,121.4153878,16.34068408
01/11/2010,Sector_102,787.2244926,2.91249198
01/11/2010,Sector_103,0.00768196,-0.31082027
01/11/2010,Sector_104,98.4138582,38.74320692
01/11/2010,Sector_105,15.78885375,-17.81063238
01/11/2010,Sector_106,0.73319114,-1.12523164
